device,mode,impl,launcher,variant,lanes,stack_policy,copy_policy,phys,nzstack,bcopy,threads,nz,nxp,nyp,land_pct,toolchain,gpu_arch,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,regs,local_b,reps,nrun,host,git_hash,_file
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,flang 22.1.5,cc70,5.5974168664E+01,5.6310223493E+01,11423.299727,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,gfortran 16.1.0,cc70,5.3434439003E+01,5.3555336005E+01,10904.987552,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,ifx 2026.0.0,cc70,5.4431001345E+01,5.4447650909E+01,11108.367621,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,flang 22.1.5,cc70,7.3666797392E+01,7.4096084572E+01,15034.040284,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,gfortran 16.1.0,cc70,7.1559129795E+01,7.1622174000E+01,14603.904040,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,ifx 2026.0.0,cc70,7.2984600067E+01,7.3115587234E+01,14894.816340,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,flang 22.1.5,cc70,1.5211579863E+02,1.5284188363E+02,31044.040537,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,gfortran 16.1.0,cc70,1.5234353867E+02,1.5313661463E+02,31090.518096,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,ifx 2026.0.0,cc70,1.5457129478E+02,1.5468764305E+02,31545.162200,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,flang 22.1.5,cc70,2.5039542497E+02,2.5099468099E+02,51101.107137,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,gfortran 16.1.0,cc70,2.5453235729E+02,2.5465685199E+02,51945.379039,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,ifx 2026.0.0,cc70,2.5608436267E+02,2.5665831566E+02,52262.114831,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,,,faithful,1,fit,prod,faithful,11,0,1,10,32,32,0,gfortran 13.3.0,,1.8379088724E+00,1.8379088724E+00,1272.790078,1445,4160,2.2026715013E+02,,,166,1,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_053235.csv
Broadwell,serial_do,,,faithful,1,fit,prod,faithful,11,0,1,10,32,32,0,nvfortran,,1.9893980132E+00,1.9893980132E+00,1377.699455,1445,4160,2.2026715013E+02,,,151,1,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_053235.csv
Broadwell,serial_do,,,faithful,1,fit,prod,faithful,31,0,1,30,32,32,0,gfortran 13.3.0,,2.1370388055E+01,2.1370388055E+01,14799.437711,1444,28493,3.4001410348E+03,,,15,1,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_054401.csv
Broadwell,serial_do,,,faithful,1,fit,prod,faithful,31,0,1,30,32,32,0,nvfortran,,2.3034350000E+01,2.3034350000E+01,15951.765928,1444,28493,3.4001410348E+03,,,14,1,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_053235.csv
Broadwell,serial_do,,,faithful,1,prod,prod,faithful,128,0,1,10,32,32,0,gfortran 13.3.0,,1.9855231895E+00,1.9855231895E+00,1375.016059,1445,4160,2.2026715013E+02,,,152,1,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_053235.csv
Broadwell,serial_do,,,faithful,1,prod,prod,faithful,128,0,1,10,32,32,0,nvfortran,,1.9799161375E+00,1.9799161375E+00,1371.133059,1445,4160,2.2026715013E+02,,,152,1,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_053235.csv
Broadwell,serial_do,,,faithful,1,prod,prod,faithful,128,0,1,30,32,32,0,gfortran 13.3.0,,2.1601542298E+01,2.1601542298E+01,14959.516827,1444,28493,3.4001410348E+03,,,14,1,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_053235.csv
Broadwell,serial_do,,,faithful,1,prod,prod,faithful,128,0,1,30,32,32,0,nvfortran,,2.1863860560E+01,2.1863860560E+01,15141.177673,1444,28493,3.4001410348E+03,,,14,1,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_053235.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,opt,faithful,31,1,1,30,64,64,0,nvfortran,cc70,7.6592500000E+01,7.6680475000E+01,15631.122449,4900,96753,1.1269504893E+04,0,0,4,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_162539.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,opt,faithful,76,1,1,75,64,64,0,nvfortran,cc70,2.7712003333E+02,2.7726070000E+02,56555.108843,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_162539.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,101,0,1,100,64,64,0,flang 22.1.5,cc70,3.4627125164E+02,3.4655703426E+02,70667.602376,4900,99315,1.7375307995E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,101,0,1,100,64,64,0,gfortran 16.1.0,cc70,3.5982800430E+02,3.5988645900E+02,73434.286592,4900,99315,1.7375307995E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,101,0,1,100,64,64,0,ifx 2026.0.0,cc70,3.5723892848E+02,3.5766633352E+02,72905.903771,4900,99315,1.7375307995E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,11,0,1,10,64,64,0,flang 22.1.5,cc70,5.9064229950E+00,5.9078656486E+00,1205.392448,4902,11606,6.8205675711E+02,0,0,20,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,11,0,1,10,64,64,0,gfortran 16.1.0,cc70,5.5481000571E+00,5.5626869434E+00,1132.265318,4902,11606,6.8205675711E+02,0,0,20,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,11,0,1,10,64,64,0,ifx 2026.0.0,cc70,5.7590007782E+00,5.7678461075E+00,1175.306281,4902,11606,6.8205675711E+02,0,0,20,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,26,0,1,25,64,64,0,flang 22.1.5,cc70,5.3244591341E+01,5.3300712490E+01,10866.243131,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,26,0,1,25,64,64,0,gfortran 16.1.0,cc70,5.2924746182E+01,5.3027208157E+01,10800.968609,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,26,0,1,25,64,64,0,ifx 2026.0.0,cc70,5.3755323092E+01,5.3763667742E+01,10970.474100,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,31,0,1,30,64,64,0,flang 22.1.5,cc70,7.0996234007E+01,7.1166052576E+01,14489.027348,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,31,0,1,30,64,64,0,gfortran 16.1.0,cc70,7.1533009782E+01,7.1727049025E+01,14598.573425,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,31,0,1,30,64,64,0,ifx 2026.0.0,cc70,7.2576808929E+01,7.2627782822E+01,14811.593659,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,51,0,1,50,64,64,0,flang 22.1.5,cc70,1.5082618765E+02,1.5090205769E+02,30780.854622,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,51,0,1,50,64,64,0,gfortran 16.1.0,cc70,1.5346301533E+02,1.5399435271E+02,31318.982720,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,51,0,1,50,64,64,0,ifx 2026.0.0,cc70,1.5429902077E+02,1.5438103676E+02,31489.596076,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,76,0,1,75,64,64,0,flang 22.1.5,cc70,2.4865012305E+02,2.4909996303E+02,50744.923071,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,76,0,1,75,64,64,0,gfortran 16.1.0,cc70,2.5753639832E+02,2.5760442670E+02,52558.448637,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,fit,prod,faithful,76,0,1,75,64,64,0,ifx 2026.0.0,cc70,2.5691366196E+02,2.5763972600E+02,52431.359584,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,10,64,64,0,flang 22.1.5,cc70,6.0969152488E+00,6.2062480021E+00,1244.268418,4902,11606,6.8205675711E+02,0,0,20,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,10,64,64,0,gfortran 16.1.0,cc70,5.9574706946E+00,6.0784520465E+00,1215.810346,4902,11606,6.8205675711E+02,0,0,20,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,10,64,64,0,ifx 2026.0.0,cc70,6.0918450356E+00,6.1138510704E+00,1243.233681,4902,11606,6.8205675711E+02,0,0,20,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,100,64,64,0,flang 22.1.5,cc70,3.4596842170E+02,3.4664602399E+02,70605.800347,4900,99315,1.7375307995E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,100,64,64,0,gfortran 16.1.0,cc70,3.5969510861E+02,3.5976253737E+02,73407.165022,4900,99315,1.7375307995E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,100,64,64,0,ifx 2026.0.0,cc70,3.5837205251E+02,3.5976266861E+02,73137.153573,4900,99315,1.7375307995E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,flang 22.1.5,cc70,5.4216840498E+01,5.4329362310E+01,11064.661326,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,gfortran 16.1.0,cc70,5.3964399345E+01,5.4316049675E+01,11013.142723,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,ifx 2026.0.0,cc70,5.4505507151E+01,5.4565310478E+01,11123.572888,4900,93699,8.2706422989E+03,0,0,6,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,flang 22.1.5,cc70,7.1809530398E+01,7.1853013569E+01,14655.006204,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,gfortran 16.1.0,cc70,7.2703938792E+01,7.3079860630E+01,14837.538529,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,ifx 2026.0.0,cc70,7.3005390167E+01,7.3058795929E+01,14899.059218,4900,96753,1.1269504893E+04,0,0,5,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,flang 22.1.5,cc70,1.5114735199E+02,1.5146110471E+02,30846.398365,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,gfortran 16.1.0,cc70,1.5433196033E+02,1.5459752230E+02,31496.318435,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,ifx 2026.0.0,cc70,1.5503136317E+02,1.5524530411E+02,31639.053708,4900,99272,1.6897225677E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,flang 22.1.5,cc70,2.4916682369E+02,2.5002902568E+02,50850.372182,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_173351.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,gfortran 16.1.0,cc70,2.5781992869E+02,2.5835973971E+02,52616.311978,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_171005.csv
Broadwell,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,ifx 2026.0.0,cc70,2.5834266345E+02,2.5884032249E+02,52722.992541,4900,99341,1.7354910659E+04,0,0,3,3,Big-Chungus,ad2cde0,ks_sweep_Big-Chungus_20260803_172017.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,101,0,1,100,64,64,0,amdflang 23.0.0,cc90,2.4584873775E+02,2.4589737421E+02,50173.211786,4900,99315,1.7375307995E+04,0,0,5,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,101,0,16,100,64,64,0,amdflang 23.0.0,cc90,1.8252820987E+01,1.8259763853E+01,3725.065508,4900,99315,1.7375307995E+04,0,0,55,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,101,0,32,100,64,64,0,amdflang 23.0.0,cc90,9.2347023869E+00,9.2358147586E+00,1884.633140,4900,99315,1.7375307995E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,101,0,56,100,64,64,0,amdflang 23.0.0,cc90,5.4941587383E+00,5.5084228981E+00,1121.256885,4900,99315,1.7375307995E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,101,0,8,100,64,64,0,amdflang 23.0.0,cc90,3.1815349094E+01,3.1877580580E+01,6492.928387,4900,99315,1.7375307995E+04,0,0,31,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,11,0,1,10,64,64,0,amdflang 23.0.0,cc90,3.8288809545E+00,3.8315417105E+00,781.404276,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,11,0,16,10,64,64,0,amdflang 23.0.0,cc90,1.0451237438E+00,1.0452602105E+00,213.290560,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,11,0,32,10,64,64,0,amdflang 23.0.0,cc90,5.4212824907E-01,5.4249466397E-01,110.638418,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,11,0,56,10,64,64,0,amdflang 23.0.0,cc90,3.2091779169E-01,3.2120575197E-01,65.493427,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,11,0,8,10,64,64,0,amdflang 23.0.0,cc90,1.6199450893E+00,1.6224327078E+00,330.601039,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,26,0,1,25,64,64,0,amdflang 23.0.0,cc90,3.7079332114E+01,3.7088591623E+01,7567.210636,4900,93699,8.2706422989E+03,0,0,28,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,26,0,16,25,64,64,0,amdflang 23.0.0,cc90,3.4630331025E+00,3.4635348711E+00,706.741449,4900,93699,8.2706422989E+03,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,26,0,32,25,64,64,0,amdflang 23.0.0,cc90,1.7555706576E+00,1.7570038419E+00,358.279726,4900,93699,8.2706422989E+03,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,26,0,56,25,64,64,0,amdflang 23.0.0,cc90,1.0443943087E+00,1.0448591178E+00,213.141696,4900,93699,8.2706422989E+03,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,26,0,8,25,64,64,0,amdflang 23.0.0,cc90,5.9128515609E+00,5.9138292633E+00,1206.704400,4900,93699,8.2706422989E+03,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,31,0,1,30,64,64,0,amdflang 23.0.0,cc90,5.0007173698E+01,5.0026085605E+01,10205.545653,4900,96753,1.1269504893E+04,0,0,20,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,31,0,16,30,64,64,0,amdflang 23.0.0,cc90,4.4755113311E+00,4.4759375602E+00,913.369659,4900,96753,1.1269504893E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,31,0,32,30,64,64,0,amdflang 23.0.0,cc90,2.2495507495E+00,2.2504380671E+00,459.091990,4900,96753,1.1269504893E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,31,0,56,30,64,64,0,amdflang 23.0.0,cc90,1.3218568405E+00,1.3286014181E+00,269.766702,4900,96753,1.1269504893E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,31,0,8,30,64,64,0,amdflang 23.0.0,cc90,7.6639526011E+00,7.6774256211E+00,1564.071959,4900,96753,1.1269504893E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,51,0,1,50,64,64,0,amdflang 23.0.0,cc90,1.0529528707E+02,1.0534651540E+02,21488.834096,4900,99272,1.6897225677E+04,0,0,10,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,51,0,16,50,64,64,0,amdflang 23.0.0,cc90,8.4442981100E+00,8.4542571194E+00,1723.326145,4900,99272,1.6897225677E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,51,0,32,50,64,64,0,amdflang 23.0.0,cc90,4.2858080985E+00,4.2859331379E+00,874.654714,4900,99272,1.6897225677E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,51,0,56,50,64,64,0,amdflang 23.0.0,cc90,2.5351279089E+00,2.5378918787E+00,517.373043,4900,99272,1.6897225677E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,51,0,8,50,64,64,0,amdflang 23.0.0,cc90,1.4557420543E+01,1.4562152223E+01,2970.902152,4900,99272,1.6897225677E+04,0,0,68,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,76,0,1,75,64,64,0,amdflang 23.0.0,cc90,1.7479748830E+02,1.7485654284E+02,35672.956796,4900,99341,1.7354910659E+04,0,0,6,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,76,0,16,75,64,64,0,amdflang 23.0.0,cc90,1.3350430721E+01,1.3356513362E+01,2724.577698,4900,99341,1.7354910659E+04,0,0,75,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,76,0,32,75,64,64,0,amdflang 23.0.0,cc90,6.7620032420E+00,6.7641428905E+00,1380.000662,4900,99341,1.7354910659E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,76,0,56,75,64,64,0,amdflang 23.0.0,cc90,4.0001427615E+00,4.0122450190E+00,816.355666,4900,99341,1.7354910659E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,fit,prod,faithful,76,0,8,75,64,64,0,amdflang 23.0.0,cc90,2.3160673386E+01,2.3174562381E+01,4726.668038,4900,99341,1.7354910659E+04,0,0,43,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,1,10,473,297,0,amdflang 23.0.0,none,1.1622677900E+02,1.1640116021E+02,800.807368,145197,299883,1.7667795128E+04,0,0,9,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,1,100,473,297,0,amdflang 23.0.0,none,7.3722472290E+03,7.3836167403E+03,50795.091734,145137,2935887,5.1127272001E+05,0,0,3,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,1,25,473,297,0,amdflang 23.0.0,none,1.1040723637E+03,1.1058416767E+03,7607.104761,145137,2778428,2.4191559953E+05,0,0,3,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,1,30,473,297,0,amdflang 23.0.0,none,1.4763869817E+03,1.4770018813E+03,10172.368050,145137,2866522,3.2998816625E+05,0,0,3,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,1,50,473,297,0,amdflang 23.0.0,none,3.1026421663E+03,3.1044447407E+03,21377.334286,145137,2935578,4.9695304208E+05,0,0,3,3,frontier00275,4581bbd,frontier_cpu_prod.csv
